Season,Episode,Character1,Character2,Dialogue
4,6,BURNHAM,ZORA,"Zora. Focus. You can do this. I'm afraid, Captain."
4,6,ZORA,BURNHAM,"I'm afraid, Captain. I am, too."
4,6,BURNHAM,ZORA,"I am, too. I've been trying to play Gray's game to quiet the distractions. It's not working anymore."
4,6,ZORA,BURNHAM,I've been trying to play Gray's game to quiet the distractions. It's not working anymore. It's not about the game. It never was. It was you. You have control over your own processes. Okay? You just need to focus.
4,6,BURNHAM,ZORA,It's not about the game. It never was. It was you. You have control over your own processes. Okay? You just need to focus. You said one has to accept emotions but also move forward. May I ask you how you do that when you're afraid?
4,6,ZORA,BURNHAM,"You said one has to accept emotions but also move forward. May I ask you how you do that when you're afraid? I make decisions. I try to use the fear. Tell myself it'll make me stronger. Emotions we feel, they can shape us. Losing my parents... I wouldn't wish that on anyone, but it made me who I am."
4,6,BURNHAM,ZORA,"I make decisions. I try to use the fear. Tell myself it'll make me stronger. Emotions we feel, they can shape us. Losing my parents... I wouldn't wish that on anyone, but it made me who I am. We are entering the plasma barrier."
4,6,ZORA,BURNHAM,We are entering the plasma barrier. I understand. Let's keep talking.
4,6,BURNHAM,ZORA,I understand. Let's keep talking. You believe your experience with suffering has made you stronger and more empathetic.
4,6,ZORA,BURNHAM,"You believe your experience with suffering has made you stronger and more empathetic. Yes. And I believe what you're feeling now will make you stronger, too."
4,6,BURNHAM,ZORA,"Yes. And I believe what you're feeling now will make you stronger, too. Multiple systems are failing, Captain. We're losing a large section of the hull. They're a part of me. I feel them dying."
4,6,ZORA,BURNHAM,"Multiple systems are failing, Captain. We're losing a large section of the hull. They're a part of me. I feel them dying. You can do this. You can do this, Zora. Hang on. Status report?"
4,6,BURNHAM,ZORA,"You can do this. You can do this, Zora. Hang on. Status report? We've lost shields. Captain, the temperature on the bridge will soon exceed EV suit safety parameters."
4,6,ZORA,BURNHAM,"We've lost shields. Captain, the temperature on the bridge will soon exceed EV suit safety parameters. Zora. You'll have to be the one to free the crew from the pattern buffer. Do you understand what I'm asking you?"
4,6,BURNHAM,ZORA,"Zora. You'll have to be the one to free the crew from the pattern buffer. Do you understand what I'm asking you? Yes, Captain."
4,6,ZORA,BURNHAM,"Yes, Captain. When it's safe. Free them when it's safe."
4,6,BURNHAM,ZORA,When it's safe. Free them when it's safe. I will. I care for them very much. I won't let them down.
4,6,ZORA,BURNHAM,"I will. I care for them very much. I won't let them down. I believe you. And, Zora, I do trust you."
4,6,BURNHAM,ZORA,"I believe you. And, Zora, I do trust you. We'll exit the plasma barrier in four minutes. Are you in physical distress, Captain?"
4,6,ZORA,BURNHAM,"We'll exit the plasma barrier in four minutes. Are you in physical distress, Captain? I think I could use a little distraction right now."
4,6,BURNHAM,ZORA,I think I could use a little distraction right now. I can sing you a song.
4,6,ZORA,BURNHAM,"I can sing you a song. A song? Sure, Zora. I'd love a song."
4,6,BURNHAM,ZORA,"Did everyone? Well done, Captain."
4,6,ZORA,BURNHAM,"Well done, Captain. You, too, Zora."
4,6,BURNHAM,ZORA,"You, too, Zora. It appears you've nearly finished."
4,6,ZORA,BURNHAM,It appears you've nearly finished. What do you think?
4,6,BURNHAM,ZORA,"What do you think? Past, present and future as one. It's a powerful image of hope and connection. A fitting way to end this day."
4,6,ZORA,BURNHAM,"Past, present and future as one. It's a powerful image of hope and connection. A fitting way to end this day. Yeah. Yeah, I think so, too."
4,6,BURNHAM,ZORA,"Yeah. Yeah, I think so, too. I've witnessed many examples of such connectedness, but I've never before experienced it myself."
4,6,ZORA,BURNHAM,"I've witnessed many examples of such connectedness, but I've never before experienced it myself. I'm glad you did today."
4,6,BURNHAM,ZORA,I'm glad you did today. I'd like to create a tree of my own if you don't mind.
4,6,ZORA,BURNHAM,I'd like to create a tree of my own if you don't mind. Of course.
4,6,BURNHAM,ZORA,It's beautiful. I hope the crew would agree.
4,6,ZORA,BURNHAM,"I hope the crew would agree. I think they will. This is different, but it's good. It's special. I'm so glad you're with us, Zora."
4,6,BURNHAM,ZORA,"I think they will. This is different, but it's good. It's special. I'm so glad you're with us, Zora. As am I, Captain."
4,7,ZORA,BURNHAM,I'll have the coordinates shortly. Calculating now. One of these days I'm gonna win her over. Just you wait.
4,7,BURNHAM,ZORA,Okay. What happened? I've determined the coordinates of the unknown species responsible for the DMA.
4,7,ZORA,BURNHAM,"I've determined the coordinates of the unknown species responsible for the DMA. That is great. Thank you. What's the problem, then?"
4,7,BURNHAM,ZORA,"That is great. Thank you. What's the problem, then? I've decided to keep that information to myself, Captain."
4,7,ZORA,BURNHAM,"I've decided to keep that information to myself, Captain. Will you explain?"
4,7,BURNHAM,ZORA,"Will you explain? If I give you the coordinates, it's highly likely that you and the crew will attempt to travel there. Given what we know about the powers these beings possess, you'd be in great danger. By withholding their location, I can keep you safe."
4,7,ZORA,BURNHAM,"If I give you the coordinates, it's highly likely that you and the crew will attempt to travel there. Given what we know about the powers these beings possess, you'd be in great danger. By withholding their location, I can keep you safe. I appreciate your concern for our well-being, but Zora, that is a decision for the captain of this ship and her superior officers to make. And as your captain, I require your compliance. Give us the coordinates. That's an order."
4,7,BURNHAM,ZORA,"I appreciate your concern for our well-being, but Zora, that is a decision for the captain of this ship and her superior officers to make. And as your captain, I require your compliance. Give us the coordinates. That's an order. I'm sorry, Captain. I will not."
4,7,ZORA,BURNHAM,"I'm sorry, Captain. I will not. Seems to be a natural evolution."
4,7,BURNHAM,NDOYE,"General Ndoye. Congratulations on your promotion. It's good to see Earth represented. Captain Burnham. I understand congratulations are in order, also. But if I may offer a gentle correction, United Earth now represents Titan as well. We recently elected new leadership whose more inclusive approach was inspired by you, in fact."
4,7,NDOYE,BURNHAM,I shall. She sends the same to you. You want them back in the Federation.
4,7,BURNHAM,NDOYE,A slight delay. We should assemble an armada and mount an attack.
4,7,NDOYE,T'RINA,We should assemble an armada and mount an attack. Communication must be established as a baseline.
4,7,T'RINA,NDOYE,Communication must be established as a baseline. I believe their hostility should be met with a decisive show of strength.
4,7,NDOYE,T'RINA,"I believe their hostility should be met with a decisive show of strength. The DMA follows no discernable pattern, and therefore seems an unlikely choice of weapon for such an advanced species. We cannot assume their intent is hostile."
4,7,T'RINA,NDOYE,"The DMA follows no discernable pattern, and therefore seems an unlikely choice of weapon for such an advanced species. We cannot assume their intent is hostile. Intent doesn't matter. Actions do."
4,7,NDOYE,BURNHAM,"Intent doesn't matter. Actions do. General, if I may? Tartan voles consume Denobulan blood worms by the millions at the start of their reproductive cycle. Caterpillars from the polyphemus moth have been known to devour entire crops, leaving farmers with nothing. Yet we do not ascribe malice to either species. We cannot judge their motives based on our own cultural contexts. We need more information."
4,7,BURNHAM,ZORA,"General, if I may? Tartan voles consume Denobulan blood worms by the millions at the start of their reproductive cycle. Caterpillars from the polyphemus moth have been known to devour entire crops, leaving farmers with nothing. Yet we do not ascribe malice to either species. We cannot judge their motives based on our own cultural contexts. We need more information. That's correct, Doctor Kovich. To do so would endanger the crew."
4,7,ZORA,T'RINA,Terminate me? Yes. I respectfully disagree. Our shield technology could provide protection during a non-aggressive first contact.
4,7,T'RINA,NDOYE,I respectfully disagree. Our shield technology could provide protection during a non-aggressive first contact. And if they respond with aggression themselves? We need to be prepared.
4,7,NDOYE,T'RINA,And if they respond with aggression themselves? We need to be prepared. I believe we must. Too many lives have been lost already. We cannot be reckless.
4,7,T'RINA,BURNHAM,"I believe we must. Too many lives have been lost already. We cannot be reckless. Mister Tarka, as your plan involves my ship, I'd like to ask for some clarification."
4,7,BURNHAM,T'RINA,A cascading subspace burst sounds a lot like the result of an isolytic explosion. These types of ordinance cause irreparable damage to subspace.
4,7,T'RINA,BURNHAM,These types of ordinance cause irreparable damage to subspace. The damage could cause warp travel to be impossible in that sector. And what's the chance that the subspace bursts don't travel back through the DMA's wormhole and harm those on the other side?
4,7,BURNHAM,ZORA,"If we detonate this weapon, we cannot control the message we're sending. If we wait for the coordinates, we can make first contact peacefully, carefully, and then we can determine intent before we act. It is not the flashiest idea, but it is what's most in line with Starfleet and Federation ideals. You're referring to my decision to hold on to the coordinates."
4,7,ZORA,BURNHAM,I did. I wasn't trying to speak out against you.
4,7,BURNHAM,ZORA,"I'll speak. I'm sorry. I'd help if I could, but I don't know where to look."
4,7,ZORA,BURNHAM,"I am the sum of the Sphere's life and the entirety of Discovery's systems, logs, missions and history. I am also more than the sum of those parts. Yes. And this is where I belong. This crew is my family. Our experiences shape us. That's what makes this so difficult."
4,7,BURNHAM,ZORA,"There are different points of view in this room, I know. But I hope that when a decision is reached, whatever it is, that we can hold together. That we can move forward as a united front. You've given me much to consider, Commander Stamets. I'd like to take a moment."
4,7,ZORA,T'RINA,"It wouldn't be much of a fail-safe if I could dismantle it myself, Mister Saru. So often. I have some time before I must depart. More than a moment, as it turns out."
4,7,T'RINA,BURNHAM,"Thank you, Mister Saru. Zora, can you find... Grudge?"
4,7,BURNHAM,ZORA,"Zora, can you find... Grudge? Grudge is five metres from your current location."
4,7,ZORA,BURNHAM,"Grudge is five metres from your current location. Yes, I see that. Hold on. Why is...?"
4,8,BURNHAM,ZORA,"Any idea how to do that? Yes, Commander Stamets. I may have something. The sphere data has records of a civilisation located 30 light-years away from these coordinates, just inside the galactic barrier. The Stilph. They're warp-capable."
4,8,ZORA,BURNHAM,"Yes, Commander Stamets. I may have something. The sphere data has records of a civilisation located 30 light-years away from these coordinates, just inside the galactic barrier. The Stilph. They're warp-capable. So they're advanced enough and close enough that their standard stellar surveys should cover the area we need."
4,8,BURNHAM,ZORA,So they're advanced enough and close enough that their standard stellar surveys should cover the area we need. No. And no diplomatic relations exist. But they've dealt with the Orions in the past.
4,8,ZORA,BURNHAM,I'd be happy to complete that task myself. It is perhaps more tedious than is worthy of your time. Mister Saru?
4,8,BURNHAM,OWOSEKUN,"The casino is a dead zone by design, so all of our weapons, tech and comms have to be checked at the door. The Federation has no authority on Porathia, so we'll be on our own. And there may be a few surprises. I... I'm not sure. Any questions? Just one. You can verify stellar surveys yourself. Why bring me?"
4,8,BURNHAM,OWOSEKUN,I know. But I also know how it feels to want to do something. Anything. And how it feels when you can't. Thank you.
4,8,OWOSEKUN,BURNHAM,Thank you. Just wait for it.
4,8,BURNHAM,OWOSEKUN,We're here. Karma barge?
4,8,OWOSEKUN,BURNHAM,Friendly bunch. Always.
4,8,BURNHAM,OWOSEKUN,"Always. Oh, we're good. Don't worry."
4,8,OWOSEKUN,BURNHAM,"Oh, we're good. Don't worry. Tale for another time. This is Lieutenant Commander Owosekun. This is Haz Mazaro."
4,8,BURNHAM,OWOSEKUN,"Is the other bidder here now? It's Book, isn't it? The other bidder."
4,8,OWOSEKUN,BURNHAM,"It's Book, isn't it? The other bidder. I had a hunch, but I wasn't certain. If you want to wait in the shuttle..."
4,8,BURNHAM,OWOSEKUN,"I had a hunch, but I wasn't certain. If you want to wait in the shuttle... No. I'm in, all the way. And for what it's worth, there's no way you could have seen this coming."
4,8,OWOSEKUN,BURNHAM,"No. I'm in, all the way. And for what it's worth, there's no way you could have seen this coming. Thank you, Owo. All right. Let's do this."
4,8,BURNHAM,OWOSEKUN,Which means we need to score a lot of latinum... fast. Got an idea. It's a little crazy.
4,8,OWOSEKUN,BURNHAM,Got an idea. It's a little crazy. Are you sure about this?
4,8,BURNHAM,OWOSEKUN,Wait for your moment! I want another shot.
4,8,OWOSEKUN,BURNHAM,I want another shot. I don't think that's a good idea.
4,8,BURNHAM,OWOSEKUN,"I don't think that's a good idea. We need the win. Come on, let me try. I can do this."
4,8,OWOSEKUN,BURNHAM,"Come on. That was just a warm-up, folks! Don't miss out on the rematch. You'll regret it if you don't bet it. Owosekun for the win!"
4,8,BURNHAM,OWOSEKUN,That's enough. We're done here. I'm not quitting.
4,8,OWOSEKUN,BURNHAM,You don't get to decide this for me. Please. Let's just cut our losses.
4,8,BURNHAM,OWOSEKUN,Please. Let's just cut our losses. Come on!
4,8,OWOSEKUN,BURNHAM,"Come on! Fine! Okay! Okay. Okay, rematch. Last one. All in."
4,8,BURNHAM,OWOSEKUN,I want the money line. Bet it all on Owosekun. Someone should teach you and your friend some manners.
4,8,OWOSEKUN,BURNHAM,"Someone should teach you and your friend some manners. Actually, you can just send it all to Haz."
4,8,BURNHAM,OWOSEKUN,"Actually, you can just send it all to Haz. You don't want to do that."
4,8,OWOSEKUN,BURNHAM,You don't want to do that. You definitely don't want to do that.
4,8,BURNHAM,OWOSEKUN,Nah. I got it. Whoo! I see where the Right Hook comes from.
4,8,OWOSEKUN,BURNHAM,Whoo! I see where the Right Hook comes from. We've got your latinum.
4,8,BURNHAM,OWOSEKUN,It's the best night of my life. I don't... They make a pretty good team. I'd be sweating a little if I were you.
4,8,OWOSEKUN,BURNHAM,"I know what it is to lose someone. You can choose to make something good come out of it. You know if you win this, and you take that isolynium, every bridge you have ever built will be incinerated instantly."
4,8,BURNHAM,ZORA,"And then some. Your hypothesis was correct, Captain. There is no trace of boronite at any of the DMA's prior known locations."
4,8,ZORA,BURNHAM,"Your hypothesis was correct, Captain. There is no trace of boronite at any of the DMA's prior known locations. They mined it. That's the purpose of the DMA. That's why it seems to move so randomly. It's not a weapon, it's a dredge."
4,9,BURNHAM,T'RINA,I'm glad it's you. Mister Saru.
4,9,T'RINA,NILSSON,"Of course. Good luck, Mister Saru. Book hasn't exactly given us much of an option."
4,9,NILSSON,OWOSEKUN,Book hasn't exactly given us much of an option. You're Federation Security now?
4,9,OWOSEKUN,NILSSON,You're Federation Security now? You look great.
4,9,NILSSON,DETMER,You look great. It's so good to see you.
4,9,DETMER,BURNHAM,"It's so good to see you. No, they should know. Commander Nhan is here because of my personal connection to this mission. We need to stop Book and Tarka, and she's going to help make sure the job is done right. I would have made the same choice if I were in the admiral's shoes. This isn't an easy mission, not for any of us, but it is critical that we succeed. Commander Owosekun, on screen. The tracker in Book's ship tells us that they're here, hiding in this uninhabited rogue planet. We believe they're finishing construction on the isolytic weapon. We'll have the element of surprise. We need to use it well. If they manage to jump into the DMA before we detain them, pursuit will become much more dangerous. Black alert. Activate cloak. Let's fly."
4,9,BURNHAM,DETMER,"Status report. Book's ship is inside a cavity 4,000 metres in."
4,9,DETMER,BURNHAM,"Book's ship is inside a cavity 4,000 metres in. Okay. Let's get into position. Take us as close as you can, Commander."
4,9,BURNHAM,DETMER,"Okay. Let's get into position. Take us as close as you can, Commander. Aye, Captain. Coming in. Stopping in three, two... one. We're ready."
4,9,DETMER,BURNHAM,"Aye, Captain. Coming in. Stopping in three, two... one. We're ready. Mister Saru, Commander Nhan, in my ready room. Have Doctor Culber join."
4,9,BURNHAM,COMPUTER,I know you'll make the right call. Be safe. Protective shielding deployed.
4,9,COMPUTER,BURNHAM,"Protective shielding deployed. Commander Owosekun, isolate the shuttle's cloaking signature."
4,9,BURNHAM,OWOSEKUN,"Commander Owosekun, isolate the shuttle's cloaking signature. Aye, Captain. The shuttle's soft dock is complete, Captain. No response from Booker's proximity sensors. They don't seem to know we're here."
4,9,OWOSEKUN,BURNHAM,"Aye, Captain. The shuttle's soft dock is complete, Captain. No response from Booker's proximity sensors. They don't seem to know we're here. Proceed, Mister Saru."
4,9,BURNHAM,OWOSEKUN,"Proceed, Mister Saru. Captain, something's not right."
4,9,OWOSEKUN,BURNHAM,"Captain, something's not right. Disco Two, report! Saru?"
4,9,BURNHAM,OWOSEKUN,"No. Commander Owosekun, can you beam them back? I can't. Too much interference from the disruption field."
4,9,OWOSEKUN,BURNHAM,"I can't. Too much interference from the disruption field. Saru, you need to abort!"
4,9,BURNHAM,COMPUTER,"Saru, you need to abort! Structural integrity compromised."
4,9,COMPUTER,BURNHAM,"Structural integrity compromised. Owosekun, how much time do they have left?"
4,9,BURNHAM,OWOSEKUN,"Owosekun, how much time do they have left? Hull integrity down to ten percent."
4,9,OWOSEKUN,BURNHAM,Hull integrity down to ten percent. Book?
4,9,BURNHAM,NILSSON,"Book? Captain, there's a massive electromagnetic surge coming from Book's ship."
4,9,NILSSON,BURNHAM,"Captain, there's a massive electromagnetic surge coming from Book's ship. Saru, maximum thrusters, now!"
4,9,BURNHAM,COMPUTER,"Saru, maximum thrusters, now! Hull breach imminent."
4,9,COMPUTER,BURNHAM,Hull breach imminent. Can you get a lock now?
4,9,BURNHAM,OWOSEKUN,"Can you get a lock now? I'm working on it, Captain."
4,9,OWOSEKUN,DETMER,"I'm working on it, Captain. The shuttle's breaking apart."
4,9,DETMER,BURNHAM,The shuttle's breaking apart. Owosekun?
4,9,BURNHAM,OWOSEKUN,Owosekun? Almost got them.
4,9,OWOSEKUN,BURNHAM,Almost got them. Is everyone all right?
4,9,BURNHAM,OWOSEKUN,"Okay, let's get back to stations. Commander Bryce, let me know what you find with Doctor Kovich. Captain, we just lost the tracker signal."
4,9,BURNHAM,OWOSEKUN,"Figuring that out is next on my list. Cloaking will be spotty, at best. It's impacting shield stability. Scanning range is limited, as well."
4,9,OWOSEKUN,DETMER,"Cloaking will be spotty, at best. It's impacting shield stability. Scanning range is limited, as well. It's like finding a needle in a haystack, as my grandma used to say."
4,9,DETMER,BURNHAM,"It's like finding a needle in a haystack, as my grandma used to say. Detmer, plot a grid search pattern."
4,9,BURNHAM,DETMER,"Detmer, plot a grid search pattern. Aye, Captain."
4,9,DETMER,BURNHAM,"Aye, Captain. Owosekun, scan for the subspace rift around the DMA controller. Given its size, it should be easier to find than the device itself."
4,9,BURNHAM,OWOSEKUN,"Owosekun, scan for the subspace rift around the DMA controller. Given its size, it should be easier to find than the device itself. Aye, Captain."
4,9,OWOSEKUN,BURNHAM,"Aye, Captain. Commander Nilsson, you have the conn."
4,9,BURNHAM,OWOSEKUN,Let's do it together. The sensors are picking up an energy spike.
4,9,OWOSEKUN,BURNHAM,The sensors are picking up an energy spike. Is it the controller?
4,9,BURNHAM,OWOSEKUN,Is it the controller? I... I can't tell.
4,9,OWOSEKUN,DETMER,I... I can't tell. It's an object of some kind. Booker's ship dead ahead!
4,9,DETMER,BURNHAM,It's an object of some kind. Booker's ship dead ahead! Ten degrees hard to port!
4,9,BURNHAM,DETMER,"Ten degrees hard to port! Aye, Captain."
4,9,DETMER,BURNHAM,"Aye, Captain. Or we could burn out Book's scanners, make it impossible for them to find the controller. Rhys, launch a full spread of sensor-blinding bursts at Book's ship as we pass, maximum energy yield."
4,9,BURNHAM,DETMER,"We will avoid the blast if we dive in low, and that'll blind Book long enough for us to get out of here. Detmer, on my mark, full power astern. Adjust course 18 mark four. Aye, Captain."
4,9,DETMER,BURNHAM,"Aye, Captain. Here comes the blast. Now! Take us into that dark matter dust cloud 20 degrees off our starboard beam. Once we're in, resume the grid search."
4,9,BURNHAM,OWOSEKUN,"Here comes the blast. Now! Take us into that dark matter dust cloud 20 degrees off our starboard beam. Once we're in, resume the grid search. Aye, Captain."
4,9,OWOSEKUN,BURNHAM,"Captain, I'm getting strong sensor contact. High concentration of galactic barrier particles. It's the subspace rift. Great work, Owosekun. Detmer, set a course. Stamets, where are we with that boronite timetable?"
4,9,BURNHAM,DETMER,"No. That's it, Captain. The DMA controller."
4,9,DETMER,BURNHAM,"That's it, Captain. The DMA controller. Give us a closer look."
4,9,BURNHAM,NILSSON,"Give us a closer look. The Ten-C don't care, do they? Churn space, take boronite. Rinse and repeat."
4,9,NILSSON,BURNHAM,"The Ten-C don't care, do they? Churn space, take boronite. Rinse and repeat. We will stop them, and we'll do it the right way."
4,9,OWOSEKUN,BURNHAM,"Aye, Captain. Stamets, let Zora take over. I need you to jump."
4,9,BURNHAM,COMPUTER,"Stamets, let Zora take over. I need you to jump. Warning. Proximity alert."
4,9,DETMER,OWOSEKUN,"Aye, Captain. Shields down to 50%, Captain."
4,9,BURNHAM,OWOSEKUN,"Rhys, return fire. Shields down to 20%."
4,9,OWOSEKUN,BURNHAM,Shields down to 20%. There is no way Book was responsible for that attack.
4,9,BURNHAM,COMPUTER,"Not in the brig. Just there for safety's sake, and it's just one week. And the Federation uses that time to make first contact and work to convince whoever created this thing to withdraw it. And if that fails, they'll back your plan to destroy the controller. Privacy settings activated."
4,9,COMPUTER,BURNHAM,"Privacy settings activated. Thank you. Discovery, I'm on my way back."
4,9,BURNHAM,OWOSEKUN,"Thank you. Discovery, I'm on my way back. Captain, they lowered the disruption field. I'm reading a transporter signature."
4,9,OWOSEKUN,NILSSON,"Captain, they lowered the disruption field. I'm reading a transporter signature. And a massive tachyon surge inside the DMA controller."
4,9,NILSSON,BURNHAM,And a massive tachyon surge inside the DMA controller. Can we do anything? Can we stop it?
4,10,BURNHAM,NDOYE,How would the Ten-C know the difference? We have to find a way to communicate the distinction. Isn't that what all these translators are for?
4,10,NDOYE,T'RINA,"Isn't that what all these translators are for? If I may, the very purpose of this task force is to establish the parameters for successful communications. Are you both now suggesting that may be impossible?"
4,10,T'RINA,BURNHAM,"If I may, the very purpose of this task force is to establish the parameters for successful communications. Are you both now suggesting that may be impossible? We have to start the communication process somewhere. The oversight committee has questions."
4,10,BURNHAM,NDOYE,You're not coming? I cannot fathom anything even remotely as urgent as this.
4,10,NDOYE,BURNHAM,"I cannot fathom anything even remotely as urgent as this. Er, Madam President, Admiral. If you'll come with me."
4,10,BURNHAM,T'RINA,"Yes, sir. Madam President. Of course."
4,10,T'RINA,BURNHAM,"Er, Mister Saru, if you will excuse me. Ensign Tal."
4,10,BURNHAM,NILSSON,"(sotto) I can imagine. Commander Nilsson? The mycelial network thins as it approaches the galactic barrier, so Commander Stamets expects us to arrive about four light-years away. We'll warp from there."
4,10,NILSSON,BURNHAM,"The mycelial network thins as it approaches the galactic barrier, so Commander Stamets expects us to arrive about four light-years away. We'll warp from there. Thank you. Commander Detmer, take us to safe distance."
4,10,BURNHAM,DETMER,"Thank you. Commander Detmer, take us to safe distance. Aye, Captain."
4,10,DETMER,BURNHAM,"Aye, Captain. Lieutenant Christopher, open a shipwide channel."
4,10,BURNHAM,OWOSEKUN,Not the view I was expecting. Where are we in relation to the galactic barrier? It looks like we're nine light-years away.
4,10,OWOSEKUN,BURNHAM,"It looks like we're nine light-years away. Commander Stamets, you owe me five light-years."
4,10,BURNHAM,DETMER,"Commander Detmer, set a course for the galactic barrier. The DMA will move soon. We don't have much time. Maximum warp. Aye, Captain."
4,10,DETMER,T'RINA,"Aye, Captain. Our delegate did not arrive in time. It was decided that Ni'Var must be represented, even if by its president."
4,10,T'RINA,BURNHAM,"Our delegate did not arrive in time. It was decided that Ni'Var must be represented, even if by its president. Commander Detmer, how soon until we reach the galactic barrier?"
4,10,BURNHAM,DETMER,"Commander Detmer, how soon until we reach the galactic barrier? Coming out of warp now, Captain."
4,10,DETMER,BURNHAM,"Coming out of warp now, Captain. But we have a job to do. Double-check shield systems and run a multiphasic scan on the barrier itself. I want to know what we're heading into and how to get ourselves and everyone out quickly and safely. Let's get to it."
4,10,BURNHAM,OWOSEKUN,"Status report? Shields are ready, Captain."
4,10,OWOSEKUN,NILSSON,"Shields are ready, Captain. All other systems are nominal."
4,10,NILSSON,BURNHAM,All other systems are nominal. Mister Saru?
4,10,BURNHAM,DETMER,"Commander Detmer, plot a course. Let's get through the barrier as fast as we can. It'll be bumpy."
4,10,DETMER,BURNHAM,It'll be bumpy. Red alert.
4,10,BURNHAM,DETMER,Red alert. We're inside the barrier.
4,10,DETMER,BURNHAM,We're inside the barrier. No kidding.
4,10,BURNHAM,DETMER,No kidding. Closing in on the spacial cell.
4,10,DETMER,OWOSEKUN,Closing in on the spacial cell. Shields dropping to 85%. 75%.
4,10,OWOSEKUN,BURNHAM,Shields dropping to 85%. 75%. Mister Saru?
4,10,BURNHAM,DETMER,How much longer? Adjusting course!
4,10,DETMER,OWOSEKUN,Adjusting course! Shields down to 45%. 35.
4,10,OWOSEKUN,BURNHAM,Shields down to 45%. 35. Take us in.
4,10,BURNHAM,DETMER,"Take us in. Aye, Captain. Holding steady."
4,10,DETMER,BURNHAM,"Aye, Captain. Holding steady. Good work. Maintain position. Let's get shields repaired. Let's keep an eye on cell stability in here."
4,10,BURNHAM,ZORA,"Zora? Can you restore the rest? I'm sorry, Captain, it's damaged beyond repair."
4,10,ZORA,BURNHAM,"I'm sorry, Captain, it's damaged beyond repair. We can't afford to do that. Not now. We have to stay the course. We have to get to the Ten-C. I need to tell my crew."
4,10,BURNHAM,DETMER,Earth is home for so many of my crew. They deserve to know. It's like a traffic jam.
4,10,DETMER,BURNHAM,It's like a traffic jam. What can we do here?
4,10,BURNHAM,DETMER,What can we do here? Not much. I can't control the trajectory of the cell we're in.
4,10,DETMER,BURNHAM,"Not much. I can't control the trajectory of the cell we're in. Commander Stamets, have you found a way to get us moving yet?"
4,10,BURNHAM,ZORA,"Commander Stamets, have you found a way to get us moving yet? Captain, I don't think shields will hold long enough to get there."
4,10,ZORA,BURNHAM,"Captain, I don't think shields will hold long enough to get there. Moving through the unstable cells will expose us to negative energy and a lot of it. How long will our shields hold?"
4,10,BURNHAM,OWOSEKUN,"Moving through the unstable cells will expose us to negative energy and a lot of it. How long will our shields hold? Maybe five minutes, at this point."
4,10,OWOSEKUN,BURNHAM,"Maybe five minutes, at this point. We don't have any other options. Engineering, can you do anything to buy us more time?"
4,10,BURNHAM,DETMER,"That'll have to do. Commander Detmer, plot us a course. Aye, Captain. Leaving our spatial cell now."
4,10,DETMER,BURNHAM,We just lost one of our forward emitters. Ensign Tal?
4,10,BURNHAM,DETMER,"Commander Detmer, how much longer until we reach the target cell? It's dead ahead. Few more minutes."
4,10,DETMER,BURNHAM,"It's dead ahead. Few more minutes. Commander Owosekun, how are we doing on shields?"
4,10,BURNHAM,OWOSEKUN,"Commander Owosekun, how are we doing on shields? Down to four percent!"
4,10,OWOSEKUN,BURNHAM,Down to four percent! Engineering?
4,10,BURNHAM,NILSSON,"Engineering? Hey. We've got this. A month from now, you'll be back skiing in Zermatt."
4,10,NILSSON,DETMER,"Astoria, on Earth's Oregon Coast. It's heaven. Hawaii, for me. The beach, a mai tai. Maybe I'll take up snorkeling."
4,10,DETMER,BURNHAM,"I've locked onto the target cell, Captain! Stamets, we'll need those 30 seconds on shields right now!"
4,10,BURNHAM,DETMER,"Always appreciated. Owosekun, track our time. Detmer, on your mark. Aye, Captain. Here we go!"
4,10,DETMER,OWOSEKUN,"Aye, Captain. Here we go! 15 seconds! Fourteen. Thirteen. Twelve. Eleven. Ten. Nine. Eight. Sev... Oh!"
4,10,OWOSEKUN,DETMER,15 seconds! Fourteen. Thirteen. Twelve. Eleven. Ten. Nine. Eight. Sev... Oh! We're in. Six seconds to spare.
4,10,DETMER,BURNHAM,"We're in. Six seconds to spare. Nothing like cutting it close, huh? Great work, Detmer. Great job, everyone. Mister Saru, let's get a team on repairs. You have the conn. Madam President. A word?"
4,10,BURNHAM,ZORA,"Nothing like cutting it close, huh? Great work, Detmer. Great job, everyone. Mister Saru, let's get a team on repairs. You have the conn. Madam President. A word? Well done, Commander."
4,10,ZORA,BURNHAM,"Well done, Commander. With respect, I think something else is going on here, for both of us."
4,10,BURNHAM,DETMER,"But it might help you. We're all we have out here, Madam President. We have to support each other. That's what this crew has done in the darkest of times. But to do that takes honesty with ourselves and with everyone. Let me know where you land. Captain, I couldn't be happier to report that we're officially out of the galactic barrier, out of the Milky Way and into extragalactic space."
4,10,DETMER,BURNHAM,"Captain, I couldn't be happier to report that we're officially out of the galactic barrier, out of the Milky Way and into extragalactic space. Well done, all of you."
4,10,BURNHAM,NILSSON,"Well done, all of you. Not many people have gotten to see this."
4,10,NILSSON,DETMER,"Not many people have gotten to see this. Well, Captain, should I set a course for the Ten-C?"
4,10,DETMER,BURNHAM,"Well, Captain, should I set a course for the Ten-C? Lieutenant Christopher, open a channel."
4,10,BURNHAM,NDOYE,Madam President. Madam President.
4,10,NDOYE,T'RINA,Madam President. Could you sit with me a while? I would appreciate your company. I find you a... comforting presence.
